Item,Mean,Var,Alpha,Beta,Params,Raw_Distrib,Discrete_Distrib,Sentence
38800:88,0.44777777777777783,0.14321728395061728,0.32082901486061566,0.3355478163569807,(0.32082901486061566  0.3355478163569807),[0.34  0.0  0.84  0.65  0.97  0.92  0.24  0.0  0.07],[0.11111111 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.22222222],"you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know, self improvement,"
169818:51,0.3455555555555555,0.06149135802469135,1.1963109081661711,0.788631846976481,(1.1963109081661711  0.788631846976481),[0.64  0.31  0.59  0.59  0.59  0.26  0.1  0.01  0.02],[0.33333333 0.11111111 0.11111111 0.         0.44444444 0. 0.        ],"i mean a lot of, a lot of people as kids or, you know, young people get into some things that they get out of  later on"
54645:43,0.5677777777777778,0.09555061728395062,0.36638703162947106,0.3896073555409349,(0.36638703162947106  0.3896073555409349),[0.76  0.95  0.13  0.29  0.27  0.35  0.98  0.5  0.88],[0.11111111 0.11111111 0.22222222 0.11111111 0.         0.11111111 0.33333333],"you see it for, uh, you know a couple of hours or an hour."
14405:66,0.6755555555555556,0.06915802469135802,1.6867990338129664,0.4168538733844405,(1.6867990338129664  0.4168538733844405),[0.57  0.73  0.53  0.8  0.75  0.82  0.97  0.03  0.88],[0.11111111 0.         0.         0.22222222 0.         0.44444444 0.22222222],"well, he could always get past, you know, he'd get past like six or seven tackles and just keep  spinning around and get on into the end zone."
143478:98,0.5333333333333334,0.09333333333333332,1.075556609266254,0.5402250439147858,(1.075556609266254  0.5402250439147858),[0.28  0.56  0.09  0.99  0.35  0.48  0.28  0.99  0.78],[0.11111111 0.22222222 0.11111111 0.22222222 0.         0.11111111 0.22222222],"when we moved from louisiana to denver , it  was astounding, you know, to find that prices were, oh, i guess almost two or three times as high as we'd expected."
29489:84,0.40555555555555556,0.1033358024691358,0.5699434991612246,0.6720051095608482,(0.5699434991612246  0.6720051095608482),[0.19  0.0  0.36  0.08  0.52  0.95  0.77  0.68  0.1],[0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111],"again  not having, uh, lived through another war, i don't know if that's a common thing that people thought of , or if that was a new concern with people."
146215:108,0.47777777777777775,0.09272839506172839,0.5459429529528215,0.918037717383228,(0.5459429529528215  0.918037717383228),[0.66  0.05  0.63  0.72  0.05  0.25  1.0  0.35  0.59],[0.22222222 0.11111111 0.11111111 0.         0.33333333 0.11111111 0.11111111],"but when i washed them , although i took the precaution of  turning them inside out i really didn't do anything else. and truly, everything  fell off, or most of it."
55759:30,0.49333333333333346,0.06562222222222222,0.47161772023353493,0.318051101647801,(0.47161772023353493  0.318051101647801),[0.43  0.12  0.74  0.78  0.74  0.28  0.69  0.1  0.56],[0.22222222 0.11111111 0.         0.22222222 0.11111111 0.33333333 0.        ],"i think i have gone home maybe once or twice  slightly sore."
131688:137,0.5388888888888889,0.09614320987654322,1.0133030164683943,0.7032543715365562,(1.0133030164683943  0.7032543715365562),[0.72  0.28  0.44  0.63  0.04  0.7  0.88  0.16  1.0],[0.11111111 0.22222222 0.         0.11111111 0.22222222 0.11111111 0.22222222],"and my mother who  is now, he's, my stepfather is dead, but my mother who  is now seventy-one, i can remember her being, i believe  a sixteen  or a fourteen  handicap,"
19079:83,0.5222222222222223,0.1431283950617284,0.18150376715976432,0.19869788986094244,(0.18150376715976432  0.19869788986094244),[0.1  0.34  0.3  0.18  0.05  0.86  0.89  1.0  0.98],[0.22222222 0.11111111 0.22222222 0.         0.         0. 0.44444444],"and so i-, it 's a real difficult choice whether we want styrofoam cups to fill up our landfills  or, uh, china cups to use up our water ."
87739:34,0.3266666666666667,0.06622222222222224,0.378643678466836,0.3476233862170146,(0.378643678466836  0.3476233862170146),[0.55  0.23  0.49  0.0  0.0  0.0  0.56  0.68  0.43],[0.         0.11111111 0.         0.44444444 0.11111111 0. 0.        ],"although she, herself, had never really accepted jesus or gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera. she had always felt a very strong, uh, leaning in this direction."
42190:40,0.35444444444444445,0.10760246913580247,0.6849533301945807,0.8448767030059474,(0.6849533301945807  0.8448767030059474),[0.68  0.99  0.3  0.36  0.0  0.16  0.03  0.64  0.03],[0.22222222 0.11111111 0.22222222 0.         0.22222222 0. 0.11111111],"men  breaking in, uh, to houses and taking, or a man, they, they think it's the same person, taking, uh, little girls right straight out of their beds at night. and, ku-, you know, breaking in, obviously watching them in the house, because they're breaking into the right window, you know, the little girl's bedroom. and taking them out, putting them in a car and driving them out and taking them out and molesting them and then bringing them back and throwing them back in their own front yards."
88687:32,0.56,0.10168888888888888,0.40641988790847805,0.3740849509020955,(0.40641988790847805  0.3740849509020955),[0.84  0.26  0.67  0.14  1.0  0.29  0.65  0.22  0.97],[0.11111111 0.22222222 0.11111111 0.         0.22222222 0.11111111 0.22222222],"well, i guess i have used it once or twice."
21110:62,0.5166666666666666,0.07182222222222222,1.2392952087146898,0.8163519341583441,(1.2392952087146898  0.8163519341583441),[1.0  0.54  0.29  0.41  0.42  0.69  0.86  0.31  0.13],[0.11111111 0.         0.44444444 0.11111111 0.11111111 0. 0.22222222],"and as the world turns. i think as the world turns may, still on or not."
37097:119,0.4111111111111111,0.1131432098765432,0.40766016949706085,0.5279734032926746,(0.40766016949706085  0.5279734032926746),[0.31  0.9  0.0  0.55  0.71  0.13  0.0  0.23  0.87],[0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0. 0.22222222],"but i, i just don't think they have the resources, if you were  to compare, uh, the americans to the soviets as far as home computers  are concerned  or fact machines, fax machines and cellular phones, and state of the art equipment that we are so used to ."
166635:51,0.62,0.09211111111111112,0.8440407053832005,0.342106598945469,(0.8440407053832005  0.342106598945469),[0.83  0.52  0.83  0.85  0.69  0.0  0.21  0.96  0.69],[0.         0.11111111 0.         0.11111111 0.22222222 0.33333333 0.11111111],"but, uh, i don't know if that's been challenged  in the courts or not."
14407:35,0.6588888888888889,0.08885432098765432,0.29654844356011867,0.17679605969210432,(0.29654844356011867  0.17679605969210432),[1.0  0.29  0.8  0.29  0.89  0.89  0.7  0.18  0.89],[0.         0.11111111 0.22222222 0.         0.11111111 0.11111111 0.44444444],"so you couldn't really tell if it was just him or the team."
45498:63,0.541111111111111,0.03712098765432099,0.5385939486409315,0.4936595719386173,(0.5385939486409315  0.4936595719386173),[0.35  0.69  0.54  0.24  0.33  0.74  0.8  0.71  0.47],[0.         0.11111111 0.22222222 0.22222222 0.22222222 0.22222222 0.        ],"my daughter had a, like a little goldfish, a about a year or two ago."
165932:19,0.5422222222222222,0.10519506172839505,0.6425628362251603,0.558003066340223,(0.6425628362251603  0.558003066340223),[0.2  0.22  0.72  0.54  0.85  0.43  0.94  0.03  0.95],[0.11111111 0.22222222 0.         0.22222222 0.         0.22222222 0.22222222],"because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that don't break down over a long period of time."
60507:76,0.5233333333333334,0.15082222222222225,0.495479631602312,0.3762575537447941,(0.495479631602312  0.3762575537447941),[0.85  0.04  0.98  0.0  1.0  0.0  0.56  0.59  0.69],[0.11111111 0.         0.         0.11111111 0.22222222 0.11111111 0.22222222],"you see all these people, yeah, these stately people, and well dressed people out walking their dogs with their plastic bag or their piece of paper for them,"
45265:18,0.6233333333333334,0.11182222222222221,0.9784151226275287,0.6312964471251734,(0.9784151226275287  0.6312964471251734),[0.36  0.86  0.97  1.0  0.0  0.34  0.68  0.44  0.96],[0.         0.         0.22222222 0.11111111 0.11111111 0. 0.44444444],"she's had about four or five litters."
26474:25,0.4888888888888888,0.07720987654320988,0.5945674798936215,0.3886725778447909,(0.5945674798936215  0.3886725778447909),[0.64  0.24  0.03  0.65  0.77  0.63  0.5  0.84  0.1],[0.22222222 0.11111111 0.         0.11111111 0.33333333 0.22222222 0.        ],"in our parking lots, uh, two or three days ago i saw one of the new honda sports cars."
21517:53,0.4144444444444444,0.08618024691358024,0.5604956636746181,0.5773065336245162,(0.5604956636746181  0.5773065336245162),[0.16  0.0  0.39  0.29  0.46  0.79  0.08  0.8  0.76],[0.11111111 0.11111111 0.22222222 0.11111111 0.         0.33333333 0.        ],"do you think that's why most rock stars nowadays keep their marriages secret , or at least they keep it quiet ."
153868:23,0.3121052631578947,0.11515346260387813,0.6097118478694337,0.8884014321196532,(0.6097118478694337  0.8884014321196532),[0.37  0.04  0.93  0.08  0.02  0.2  0.69  0.0  0.63  0.02  0.11  0.12  1.0  0.28  0.37  0.04  0.93  0.08  0.02],[0.47368421 0.10526316 0.10526316 0.         0.10526316 0. 0.15789474],"so, it's, no fee, or subscription either to read at my leisure"
98974:28,0.4555555555555555,0.16844691358024694,-4.0146587018707994e-05,-3.726288903294467e-05,(-4.0146587018707994e-05  -3.726288903294467e-05),[0.02  0.65  0.89  0.05  0.99  0.55  0.01  0.0  0.94],[0.33333333 0.         0.         0.11111111 0.11111111 0. 0.33333333],"when i only do something one, two or three times  i'm hardly an expert on it,"
92652:59,0.6711111111111111,0.09958765432098766,0.5633184651463313,0.2741562615858526,(0.5633184651463313  0.2741562615858526),[0.84  0.44  0.89  0.9  0.98  0.06  0.96  0.27  0.7],[0.11111111 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.44444444],"it looks like, it looks like it might be one of these seven or eight year run things. where you kind of can spend your whole career on one show ."
95254:54,0.4755555555555555,0.11551358024691358,0.3614243144567406,0.2885569224591412,(0.3614243144567406  0.2885569224591412),[0.8  0.08  0.66  0.92  0.0  0.05  0.66  0.34  0.77],[0.22222222 0.         0.11111111 0.         0.22222222 0.22222222 0.11111111],"and i couldn't just, you know, wait for eight, three or four months and then bring them back to her"
18011:37,0.6555555555555556,0.12740246913580247,0.44231065169168904,0.24314032651327963,(0.44231065169168904  0.24314032651327963),[0.8  0.26  0.91  0.96  1.0  0.71  0.99  0.27  0.0],[0.         0.22222222 0.         0.         0.11111111 0.11111111 0.44444444],"i don't know if he's still on any more or not,"
73888:61,0.5166666666666666,0.10524444444444442,1.0231908514214116,0.7728050750275348,(1.0231908514214116  0.7728050750275348),[0.57  0.84  0.0  0.34  0.99  0.63  0.36  0.83  0.09],[0.11111111 0.         0.22222222 0.11111111 0.11111111 0.22222222 0.11111111],"so, i'm trying  to think of anything else that 's changed over the last ten or twenty years."
71908:46,0.4788888888888889,0.15314320987654317,0.5084692922781197,0.49331929719391837,(0.5084692922781197  0.49331929719391837),[0.01  0.03  0.53  0.88  0.34  1.0  1.0  0.0  0.52],[0.22222222 0.         0.11111111 0.22222222 0.         0. 0.33333333],"and, you know, working out six hours a day, usually six or seven days a week that kind of, kept us all in pretty good shape,."
171530:129,0.47333333333333333,0.06693333333333334,1.5208144618362454,0.8132968003390211,(1.5208144618362454  0.8132968003390211),[0.74  0.82  0.46  0.09  0.49  0.0  0.49  0.67  0.5],[0.11111111 0.         0.         0.44444444 0.11111111 0.22222222 0.        ],"so it's a lot, it 's very hard on a nonfixed income because i don't know how many days i'm going  to be called  in  and whether i am  or not, to try  to keep track of finances."
150084:23,0.40222222222222226,0.09330617283950617,0.4355651427364936,0.4384086913935537,(0.4355651427364936  0.4384086913935537),[0.57  0.01  0.27  0.77  0.0  0.14  0.33  0.71  0.82],[0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222 0.        ],"i think they test four or five a day,  actually exploding the air bags"
91264:39,0.5066666666666666,0.10653333333333331,0.4750554358755503,0.5029524870635214,(0.4750554358755503  0.5029524870635214),[0.48  0.91  0.94  0.88  0.34  0.15  0.05  0.2  0.61],[0.11111111 0.22222222 0.11111111 0.11111111 0.11111111 0. 0.33333333],"but i think you can also get a bad education at public or private, you know,"
56899:10,0.5922222222222222,0.14379506172839507,0.46705159909737315,0.3002223617020491,(0.46705159909737315  0.3002223617020491),[0.39  0.0  0.81  0.41  0.98  0.88  1.0  0.0  0.86],[0.         0.         0.22222222 0.         0.         0.11111111 0.44444444],"like three or four percent of australians don't vote"
6625:69,0.44111111111111106,0.17516543209876548,0.11660654571404049,0.1350060064884508,(0.11660654571404049  0.1350060064884508),[0.04  1.0  0.04  0.2  0.89  0.01  0.99  0.71  0.09],[0.44444444 0.11111111 0.         0.         0.11111111 0. 0.33333333],"i, i, i guess, in my own, having had the whole three or four minutes to, you know, give it a great deal of thought , you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary,"
113429:79,0.3088888888888889,0.1284098765432099,0.14913471644132115,0.2941504723413746,(0.14913471644132115  0.2941504723413746),[0.16  0.04  0.79  0.62  0.01  0.13  0.02  0.98  0.03],[0.55555556 0.11111111 0.         0.         0.11111111 0.11111111 0.11111111],"in, in colorado when the broncos went to the superbowl three times in the last, i don't know, five or six years whatever it's been  . um, they have these songs on the radio."
121100:87,0.22666666666666668,0.0916,0.039873286790219835,0.13710058203557376,(0.039873286790219835  0.13710058203557376),[0.1  0.03  0.72  0.15  0.85  0.09  0.02  0.02  0.06],[0.66666667 0.11111111 0.         0.         0.         0.22222222 0.        ],"and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed , we'd have big whole patches come up."
20118:86,0.12000000000000001,0.026422222222222225,0.37657546928441754,0.9579727428371554,(0.37657546928441754  0.9579727428371554),[0.23  0.0  0.0  0.16  0.02  0.53  0.06  0.02  0.06],[0.44444444 0.22222222 0.         0.11111111 0.         0. 0.        ],"you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides."
130722:82,0.5055555555555555,0.0993358024691358,0.9875205453634379,0.7325419319309082,(0.9875205453634379  0.7325419319309082),[0.7  0.73  0.47  0.69  0.98  0.67  0.25  0.01  0.05],[0.22222222 0.11111111 0.         0.11111111 0.33333333 0.11111111 0.11111111],"but, uh, they have sort of like, uh, things that you c-, you're not like reimbursed for  or paid for ."
75373:37,0.31666666666666665,0.12080000000000002,0.24198338910017708,0.4186039621340184,(0.24198338910017708  0.4186039621340184),[0.03  0.0  0.34  0.11  0.94  0.05  0.01  0.82  0.55],[0.44444444 0.         0.11111111 0.11111111 0.         0.11111111 0.11111111],"and now everybody, uh, has v c r --s and two or three v c r --s and that kind of thing."
